ros_time,recv_time_utc,raw_line,parse_ok,error
1782389685.677472,2026-06-25T12:14:45.677Z,-186.90; -16.84; 997.47; -3921.31; 13837.08; -15759.01; 73629.12; -27342.73; 8398.01; 2200473267.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.97; 178394.00;   0.75;,1,
1782389685.69864,2026-06-25T12:14:45.698Z,-186.90; -16.84; 997.59; -3860.06; 13780.20; -15772.14; 73629.09; -27342.73; 8399.96; 2200573747.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.09; 178394.00;   0.75;,1,
1782389685.709868,2026-06-25T12:14:45.709Z,-187.03; -16.96; 997.47; -3903.81; 13815.20; -15754.64; 73629.06; -27342.73; 8401.91; 2200673842.00; 19999.00; 20003.00; 19996.00; 19999.00; 19999.00;  -0.59; 1015.00; 178394.00;   0.75;,1,
1782389685.726441,2026-06-25T12:14:45.726Z,-187.15; -17.08; 997.47; -3838.19; 13784.58; -15789.64; 73629.03; -27342.72; 8403.87; 2200773679.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.02; 178394.00;   0.75;,1,
1782389685.742869,2026-06-25T12:14:45.743Z,-187.15; -16.96; 997.47; -3921.31; 13797.70; -15789.64; 73629.00; -27342.72; 8405.82; 2200874144.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.02; 178394.00;   0.75;,1,
1782389685.759315,2026-06-25T12:14:45.759Z,-186.90; -16.84; 997.59; -3886.31; 13802.08; -15780.89; 73628.98; -27342.72; 8407.77; 2200973865.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.09; 178394.00;   0.75;,1,
1782389685.774217,2026-06-25T12:14:45.774Z,-187.15; -16.84; 997.47; -3860.06; 13780.20; -15763.39; 73628.96; -27342.72; 8409.72; 2201073972.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.02; 178394.00;   0.75;,1,
1782389685.791295,2026-06-25T12:14:45.791Z,-187.15; -16.84; 997.47; -3908.19; 13780.20; -15763.39; 73628.94; -27342.73; 8411.67; 2201174345.00; 19999.00; 19999.00; 19999.00; 20029.00; 19977.00;  -0.60; 1015.02; 178394.00;   0.75;,1,
1782389686.78451,2026-06-25T12:14:46.784Z,-187.88; -17.32; 997.72; -3580.06; 13552.70; -15833.39; 73628.91; -27342.73; 8413.62; 2201413306.00; 155971.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.40; 178394.00;   0.75;,1,
1782389686.800805,2026-06-25T12:14:46.800Z,-187.88; -17.69; 997.23; -3645.69; 13500.20; -15794.01; 73628.90; -27342.72; 8415.58; 2201513406.00; 19999.00; 19999.00; 19999.00; 19999.00; 20000.00;  -0.60; 1014.93; 173246.00;   0.75;,1,
1782389686.817197,2026-06-25T12:14:46.817Z,-188.00; -17.81; 997.11; -3645.69; 13596.45; -15811.51; 73628.88; -27342.72; 8417.53; 2201613272.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.83; 173246.00;   0.75;,1,
1782389686.833584,2026-06-25T12:14:46.833Z,-187.88; -17.57; 996.74; -3597.56; 13543.95; -15750.26; 73628.87; -27342.72; 8419.48; 2201713424.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.44; 173246.00;   0.75;,1,
1782389686.850138,2026-06-25T12:14:46.850Z,-187.88; -17.57; 996.98; -3645.69; 13539.58; -15789.64; 73628.86; -27342.72; 8421.44; 2201813553.00; 19999.00; 19999.00; 20060.00; 19938.00; 19999.00;  -0.60; 1014.68; 173246.00;   0.75;,1,
1782389686.866375,2026-06-25T12:14:46.866Z,-187.88; -17.32; 996.98; -3601.94; 13539.58; -15745.89; 73628.84; -27342.72; 8423.39; 2201913652.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.68; 173246.00;   0.75;,1,
1782389686.88292,2026-06-25T12:14:46.883Z,-188.00; -17.08; 997.11; -3606.31; 13535.20; -15833.39; 73628.83; -27342.72; 8425.34; 2202013638.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.82; 173246.00;   0.75;,1,
1782389686.899257,2026-06-25T12:14:46.899Z,-187.76; -16.96; 997.23; -3601.94; 13548.33; -15780.89; 73628.81; -27342.72; 8427.29; 2202113847.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.89; 173246.00;   0.75;,1,
1782389686.913888,2026-06-25T12:14:46.914Z,-187.64; -17.08; 997.35; -3676.31; 13561.45; -15798.39; 73628.79; -27342.72; 8429.24; 2202214230.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.99; 173246.00;   0.75;,1,
1782389686.93144,2026-06-25T12:14:46.931Z,-187.64; -16.96; 997.35; -3650.06; 13574.58; -15815.89; 73628.77; -27342.72; 8431.19; 2202314450.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.99; 173246.00;   0.75;,1,
1782389687.924484,2026-06-25T12:14:47.924Z,-186.78; -16.59; 997.72; -3759.44; 13727.70; -15767.76; 73628.75; -27342.73; 8433.14; 2202553434.00; 155987.00; 19999.00; 20000.00; 19999.00; 19999.00;  -0.59; 1015.18; 173246.00;   0.75;,1,
1782389687.94092,2026-06-25T12:14:47.941Z,-186.90; -16.71; 997.72; -3803.19; 13701.45; -15772.14; 73628.73; -27342.74; 8435.09; 2202653525.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.21; 176888.00;   0.75;,1,
1782389687.957624,2026-06-25T12:14:47.957Z,-186.90; -16.59; 997.84; -3763.81; 13648.95; -15767.76; 73628.70; -27342.74; 8437.04; 2202753266.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.33; 176888.00;   0.75;,1,
1782389687.974105,2026-06-25T12:14:47.974Z,-186.78; -16.59; 998.20; -3746.31; 13675.20; -15776.51; 73628.68; -27342.75; 8438.99; 2202853746.00; 19999.00; 19999.00; 19999.00; 19999.00; 20005.00;  -0.59; 1015.66; 176888.00;   0.75;,1,
1782389687.990076,2026-06-25T12:14:47.990Z,-186.90; -16.59; 998.08; -3750.69; 13688.33; -15776.51; 73628.66; -27342.76; 8440.94; 2202953564.00; 19994.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.57; 176888.00;   0.75;,1,
1782389688.006764,2026-06-25T12:14:48.006Z,-186.78; -16.59; 998.08; -3711.31; 13679.58; -15772.14; 73628.63; -27342.77; 8442.89; 2203053682.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.54; 176888.00;   0.75;,1,
1782389688.023185,2026-06-25T12:14:48.023Z,-186.78; -16.47; 998.33; -3763.81; 13692.70; -15789.64; 73628.62; -27342.77; 8444.84; 2203153911.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.78; 176888.00;   0.75;,1,
1782389688.039278,2026-06-25T12:14:48.039Z,-186.78; -16.35; 998.45; -3772.56; 13701.45; -15802.76; 73628.60; -27342.78; 8446.79; 2203254009.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.90; 176888.00;   0.75;,1,
1782389688.05426,2026-06-25T12:14:48.054Z,-186.90; -16.47; 998.33; -3816.31; 13692.70; -15763.39; 73628.59; -27342.79; 8448.73; 2203353970.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.80; 176888.00;   0.75;,1,
1782389688.071375,2026-06-25T12:14:48.071Z,-186.66; -16.47; 998.33; -3768.19; 13723.33; -15763.39; 73628.57; -27342.80; 8450.68; 2203454400.00; 19999.00; 19999.00; 19999.00; 19999.00; 20064.00;  -0.59; 1015.76; 176888.00;   0.75;,1,
1782389689.063836,2026-06-25T12:14:49.064Z,-187.39; -16.35; 998.20; -3772.56; 13679.58; -15780.89; 73628.55; -27342.81; 8452.63; 2203693329.00; 155951.00; 19999.00; 20051.00; 19947.00; 20004.00;  -0.60; 1015.77; 176888.00;   0.75;,1,
1782389689.083091,2026-06-25T12:14:49.083Z,-187.51; -16.35; 998.20; -3776.94; 13727.70; -15789.64; 73628.53; -27342.83; 8454.57; 2203793173.00; 19995.00; 19999.00; 19999.00; 19999.00; 20006.00;  -0.60; 1015.80; 172238.00;   0.75;,1,
1782389689.096418,2026-06-25T12:14:49.096Z,-187.39; -16.35; 998.08; -3881.94; 13753.95; -15772.14; 73628.52; -27342.84; 8456.52; 2203893267.00; 19993.00; 19999.00; 19999.00; 20017.00; 19981.00;  -0.60; 1015.65; 172238.00;   0.75;,1,
1782389689.112972,2026-06-25T12:14:49.113Z,-187.39; -16.47; 998.20; -3798.81; 13736.45; -15785.26; 73628.50; -27342.85; 8458.46; 2203993437.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.77; 172238.00;   0.75;,1,
1782389689.129377,2026-06-25T12:14:49.129Z,-187.39; -16.47; 998.20; -3846.94; 13714.58; -15776.51; 73628.48; -27342.86; 8460.40; 2204093550.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.77; 172238.00;   0.75;,1,
1782389689.146016,2026-06-25T12:14:49.146Z,-187.51; -16.59; 998.08; -3860.06; 13688.33; -15772.14; 73628.47; -27342.87; 8462.35; 2204193686.00; 19999.00; 20047.00; 19951.00; 19999.00; 19999.00;  -0.60; 1015.68; 172238.00;   0.75;,1,
1782389689.163416,2026-06-25T12:14:49.163Z,-187.64; -16.59; 998.08; -3838.19; 13692.70; -15785.26; 73628.45; -27342.88; 8464.29; 2204294037.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.70; 172238.00;   0.75;,1,
1782389689.178735,2026-06-25T12:14:49.178Z,-187.64; -16.59; 997.96; -3825.06; 13662.08; -15780.89; 73628.44; -27342.90; 8466.23; 2204393897.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.58; 172238.00;   0.75;,1,
1782389689.19353,2026-06-25T12:14:49.193Z,-187.39; -16.59; 998.08; -3790.06; 13705.83; -15759.01; 73628.42; -27342.92; 8468.18; 2204494100.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.66; 172238.00;   0.75;,1,
1782389689.210967,2026-06-25T12:14:49.211Z,-187.64; -16.59; 998.20; -3785.69; 13648.95; -15776.51; 73628.41; -27342.94; 8470.12; 2204593968.00; 20008.00; 19991.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.82; 172238.00;   0.75;,1,
1782389690.184239,2026-06-25T12:14:50.184Z,-187.64; -16.59; 998.08; -3628.19; 13583.33; -15789.64; 73628.41; -27342.95; 8472.06; 2204813447.00; 155418.00; 722.00; 20019.00; 19979.00; 19999.00;  -0.60; 1015.70; 172238.00;   0.75;,1,
1782389690.200266,2026-06-25T12:14:50.200Z,-187.76; -16.71; 998.08; -3685.06; 13539.58; -15776.51; 73628.30; -27342.84; 8473.54; 2204913186.00; 19999.00; 19999.00; 19999.00; 19999.00; 20012.00;  -0.60; 1015.73; 172238.00;   0.75;,1,
1782389690.216625,2026-06-25T12:14:50.216Z,-187.88; -16.84; 998.20; -3623.81; 13592.08; -15772.14; 73628.29; -27342.86; 8475.49; 2205013406.00; 20025.00; 19961.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.87; 173007.00;   0.75;,1,
1782389690.233051,2026-06-25T12:14:50.233Z,-187.76; -16.71; 998.45; -3685.06; 13552.70; -15785.26; 73628.28; -27342.87; 8477.43; 2205113456.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1016.09; 173007.00;   0.75;,1,
1782389690.249473,2026-06-25T12:14:50.249Z,-187.88; -16.84; 998.33; -3628.19; 13552.70; -15794.01; 73628.27; -27342.89; 8479.37; 2205213442.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.99; 173007.00;   0.75;,1,
1782389690.266088,2026-06-25T12:14:50.266Z,-187.64; -16.71; 998.45; -3628.19; 13535.20; -15794.01; 73628.27; -27342.91; 8481.31; 2205313566.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1016.06; 173007.00;   0.75;,1,
1782389690.28229,2026-06-25T12:14:50.282Z,-187.64; -16.59; 998.57; -3641.31; 13513.33; -15811.51; 73628.26; -27342.92; 8483.25; 2205413769.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1016.18; 173007.00;   0.75;,1,
1782389690.297182,2026-06-25T12:14:50.297Z,-187.64; -16.59; 998.57; -3575.69; 13526.45; -15802.76; 73628.25; -27342.94; 8485.20; 2205514248.00; 19999.00; 19999.00; 20002.00; 19996.00; 19999.00;  -0.60; 1016.18; 173007.00;   0.75;,1,
1782389690.313528,2026-06-25T12:14:50.313Z,-187.88; -16.59; 998.57; -3645.69; 13578.95; -15789.64; 73628.24; -27342.95; 8487.14; 2205613975.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1016.23; 173007.00;   0.75;,1,
1782389690.330845,2026-06-25T12:14:50.330Z,-187.88; -16.47; 998.81; -3667.56; 13557.08; -15759.01; 73628.23; -27342.97; 8489.08; 2205713974.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1016.46; 173007.00;   0.75;,1,
1782389691.304342,2026-06-25T12:14:51.304Z,-187.27; -16.59; 998.69; -3580.06; 13522.08; -15820.26; 73628.23; -27342.98; 8491.03; 2205933298.00; 155534.00; 3356.00; 19998.00; 19999.00; 19999.00;  -0.59; 1016.23; 173007.00;   0.75;,1,
1782389691.3207,2026-06-25T12:14:51.320Z,-187.39; -16.84; 998.81; -3636.94; 13517.70; -15815.89; 73628.13; -27342.90; 8492.56; 2206033656.00; 19999.00; 19999.00; 19999.00; 19999.00; 20002.00;  -0.59; 1016.38; 173007.00;   0.75;,1,
1782389691.337017,2026-06-25T12:14:51.337Z,-187.27; -16.84; 998.69; -3610.69; 13570.20; -15798.39; 73628.13; -27342.92; 8494.50; 2206133240.00; 19997.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1016.24; 173158.00;   0.75;,1,
1782389691.353533,2026-06-25T12:14:51.353Z,-187.15; -16.84; 998.69; -3615.06; 13543.95; -15802.76; 73628.13; -27342.94; 8496.45; 2206233730.00; 20014.00; 19985.00; 19999.00; 20008.00; 19991.00;  -0.59; 1016.22; 173158.00;   0.75;,1,
1782389691.370254,2026-06-25T12:14:51.370Z,-187.03; -16.71; 998.81; -3641.31; 13574.58; -15798.39; 73628.13; -27342.96; 8498.38; 2206333841.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1016.31; 173158.00;   0.75;,1,
1782389691.386889,2026-06-25T12:14:51.386Z,-187.15; -16.84; 998.69; -3632.56; 13587.70; -15776.51; 73628.12; -27342.98; 8500.32; 2206433762.00; 20080.00; 19919.00; 19999.00; 19999.00; 20085.00;  -0.59; 1016.22; 173158.00;   0.75;,1,
1782389691.402849,2026-06-25T12:14:51.402Z,-186.90; -16.84; 998.57; -3623.81; 13557.08; -15789.64; 73628.12; -27343.00; 8502.27; 2206533950.00; 19914.00; 19999.00; 20052.00; 19946.00; 19999.00;  -0.59; 1016.05; 173158.00;   0.75;,1,
1782389691.417805,2026-06-25T12:14:51.418Z,-187.27; -17.08; 998.45; -3531.94; 13530.83; -15802.76; 73628.12; -27343.02; 8504.21; 2206634134.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1016.00; 173158.00;   0.75;,1,
1782389691.43437,2026-06-25T12:14:51.434Z,-187.27; -17.20; 998.20; -3597.56; 13561.45; -15759.01; 73628.12; -27343.04; 8506.14; 2206734077.00; 19999.00; 20003.00; 19995.00; 19999.00; 19999.00;  -0.59; 1015.76; 173158.00;   0.75;,1,
1782389691.451343,2026-06-25T12:14:51.451Z,-187.39; -17.32; 997.84; -3610.69; 13535.20; -15767.76; 73628.12; -27343.06; 8508.08; 2206834447.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.43; 173158.00;   0.75;,1,
1782389692.424542,2026-06-25T12:14:52.424Z,-186.66; -17.20; 997.96; -3763.81; 13644.58; -15750.26; 73628.12; -27343.08; 8510.01; 2207053174.00; 155907.00; 3138.00; 20024.00; 19970.00; 19999.00;  -0.59; 1015.41; 173158.00;   0.75;,1,
1782389692.441063,2026-06-25T12:14:52.441Z,-186.66; -16.96; 997.72; -3811.94; 13710.20; -15798.39; 73628.01; -27343.01; 8511.54; 2207153642.00; 19999.00; 20035.00; 19963.00; 19999.00; 19999.00;  -0.59; 1015.17; 173158.00;   0.75;,1,
1782389692.457377,2026-06-25T12:14:52.457Z,-186.66; -17.32; 997.23; -3763.81; 13683.95; -15763.39; 73628.01; -27343.04; 8513.48; 2207253336.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.69; 172142.00;   0.75;,1,
1782389692.473724,2026-06-25T12:14:52.473Z,-186.66; -17.32; 996.98; -3772.56; 13723.33; -15776.51; 73628.01; -27343.06; 8515.42; 2207353732.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.46; 172142.00;   0.75;,1,
1782389692.490551,2026-06-25T12:14:52.490Z,-186.66; -17.32; 996.86; -3790.06; 13749.58; -15776.51; 73628.01; -27343.08; 8517.35; 2207453565.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.34; 172142.00;   0.75;,1,
1782389692.506412,2026-06-25T12:14:52.506Z,-186.78; -17.20; 996.98; -3702.56; 13648.95; -15780.89; 73628.01; -27343.11; 8519.29; 2207554005.00; 19999.00; 19999.00; 19999.00; 19999.00; 20020.00;  -0.59; 1014.48; 172142.00;   0.75;,1,
1782389692.522948,2026-06-25T12:14:52.523Z,-186.78; -17.08; 997.11; -3755.06; 13679.58; -15815.89; 73628.01; -27343.14; 8521.23; 2207653906.00; 19979.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.59; 172142.00;   0.75;,1,
1782389692.538101,2026-06-25T12:14:52.538Z,-186.66; -16.84; 997.35; -3715.69; 13679.58; -15772.14; 73628.01; -27343.16; 8523.16; 2207753949.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.81; 172142.00;   0.75;,1,
1782389692.554242,2026-06-25T12:14:52.554Z,-186.78; -16.84; 997.35; -3746.31; 13675.20; -15776.51; 73628.01; -27343.19; 8525.09; 2207853839.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.83; 172142.00;   0.75;,1,
1782389692.571476,2026-06-25T12:14:52.571Z,-186.78; -16.84; 997.47; -3728.81; 13692.70; -15772.14; 73628.01; -27343.22; 8527.03; 2207954404.00; 19999.00; 19999.00; 20032.00; 19971.00; 19994.00;  -0.59; 1014.95; 172142.00;   0.75;,1,
1782389693.564244,2026-06-25T12:14:53.564Z,-187.39; -16.71; 997.47; -3846.94; 13740.83; -15798.39; 73628.02; -27343.24; 8528.96; 2208193328.00; 155970.00; 20000.00; 19999.00; 19999.00; 20010.00;  -0.60; 1015.06; 172142.00;   0.75;,1,
1782389693.580359,2026-06-25T12:14:53.580Z,-187.51; -16.59; 997.72; -3860.06; 13701.45; -15789.64; 73628.02; -27343.27; 8530.89; 2208293311.00; 19989.00; 20005.00; 19993.00; 20002.00; 19997.00;  -0.60; 1015.32; 171285.00;   0.75;,1,
1782389693.59683,2026-06-25T12:14:53.596Z,-187.39; -16.59; 997.84; -3755.06; 13683.95; -15767.76; 73628.03; -27343.30; 8532.83; 2208393805.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.42; 171285.00;   0.75;,1,
1782389693.61337,2026-06-25T12:14:53.613Z,-187.51; -16.35; 997.72; -3803.19; 13692.70; -15789.64; 73628.03; -27343.33; 8534.75; 2208493816.00; 20052.00; 19947.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.32; 171285.00;   0.75;,1,
1782389693.629799,2026-06-25T12:14:53.629Z,-187.64; -16.47; 997.96; -3772.56; 13705.83; -15794.01; 73628.04; -27343.36; 8536.68; 2208593854.00; 19999.00; 19999.00; 19999.00; 19999.00; 20003.00;  -0.60; 1015.58; 171285.00;   0.75;,1,
1782389693.646293,2026-06-25T12:14:53.646Z,-187.39; -16.35; 998.08; -3825.06; 13740.83; -15767.76; 73628.05; -27343.39; 8538.61; 2208693564.00; 19995.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.65; 171285.00;   0.75;,1,
1782389693.662538,2026-06-25T12:14:53.662Z,-187.39; -16.35; 998.08; -3825.06; 13714.58; -15794.01; 73628.05; -27343.41; 8540.54; 2208793862.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.65; 171285.00;   0.75;,1,
1782389693.679021,2026-06-25T12:14:53.679Z,-187.39; -16.47; 998.08; -3829.44; 13732.08; -15772.14; 73628.06; -27343.44; 8542.47; 2208893742.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.65; 171285.00;   0.75;,1,
1782389693.69382,2026-06-25T12:14:53.693Z,-187.51; -16.47; 998.33; -3794.44; 13723.33; -15767.76; 73628.08; -27343.46; 8544.39; 2208994384.00; 19999.00; 20041.00; 19957.00; 19999.00; 20155.00;  -0.60; 1015.92; 171285.00;   0.75;,1,
1782389693.711145,2026-06-25T12:14:53.711Z,-187.51; -16.59; 998.20; -3816.31; 13688.33; -15750.26; 73628.09; -27343.49; 8546.32; 2209094203.00; 19843.00; 19999.00; 19999.00; 20019.00; 19979.00;  -0.60; 1015.80; 171285.00;   0.75;,1,
1782389694.704205,2026-06-25T12:14:54.704Z,-187.27; -16.59; 998.45; -3667.56; 13552.70; -15824.64; 73628.10; -27343.51; 8548.25; 2209333353.00; 155663.00; 19999.00; 19999.00; 19999.00; 20035.00;  -0.59; 1015.99; 171285.00;   0.75;,1,
1782389694.720616,2026-06-25T12:14:54.720Z,-187.27; -16.71; 998.45; -3575.69; 13504.58; -15780.89; 73628.11; -27343.53; 8550.18; 2209433548.00; 19963.00; 20041.00; 19957.00; 19999.00; 19999.00;  -0.59; 1016.00; 178726.00;   0.75;,1,
1782389694.737291,2026-06-25T12:14:54.737Z,-187.15; -16.84; 998.45; -3636.94; 13570.20; -15785.26; 73628.13; -27343.55; 8552.11; 2209533414.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.98; 178726.00;   0.75;,1,
1782389694.753597,2026-06-25T12:14:54.753Z,-187.15; -16.59; 998.69; -3571.31; 13539.58; -15789.64; 73628.16; -27343.57; 8554.04; 2209633731.00; 20040.00; 19958.00; 19999.00; 19999.00; 19999.00;  -0.59; 1016.21; 178726.00;   0.75;,1,
1782389694.770468,2026-06-25T12:14:54.770Z,-187.15; -16.59; 998.69; -3671.94; 13578.95; -15780.89; 73628.18; -27343.59; 8555.97; 2209733658.00; 19999.00; 19999.00; 19999.00; 19999.00; 20041.00;  -0.59; 1016.21; 178726.00;   0.75;,1,
1782389694.786233,2026-06-25T12:14:54.786Z,-187.39; -16.71; 998.69; -3628.19; 13522.08; -15820.26; 73628.20; -27343.60; 8557.90; 2209834049.00; 19965.00; 19992.00; 19999.00; 19999.00; 19999.00;  -0.60; 1016.26; 178726.00;   0.75;,1,
1782389694.802626,2026-06-25T12:14:54.802Z,-187.27; -16.59; 998.57; -3549.44; 13517.70; -15815.89; 73628.23; -27343.62; 8559.83; 2209933673.00; 19999.00; 20006.00; 19993.00; 19999.00; 19999.00;  -0.59; 1016.11; 178726.00;   0.75;,1,
1782389694.819098,2026-06-25T12:14:54.819Z,-187.27; -16.59; 998.57; -3632.56; 13561.45; -15780.89; 73628.24; -27343.63; 8561.76; 2210033975.00; 19999.00; 19999.00; 19999.00; 19999.00; 20029.00;  -0.59; 1016.11; 178726.00;   0.75;,1,
1782389694.834285,2026-06-25T12:14:54.834Z,-187.15; -16.59; 998.69; -3601.94; 13552.70; -15837.76; 73628.27; -27343.65; 8563.68; 2210133868.00; 19970.00; 19999.00; 19999.00; 19999.00; 20001.00;  -0.59; 1016.21; 178726.00;   0.75;,1,
1782389694.851449,2026-06-25T12:14:54.851Z,-187.15; -16.71; 998.69; -3619.44; 13530.83; -15780.89; 73628.29; -27343.66; 8565.61; 2210234204.00; 19997.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1016.21; 178726.00;   0.75;,1,
