ros_time,recv_time_utc,map_x,map_y,map_z,map_roll,map_pitch,map_yaw,latitud,longitud,altitud_m,satelites,hdop,fix_valido,esperando_fix,mensaje_gps,latitude,longitude,altitude,sats,fix_ok,waiting_for_fix,gps_text,tf_ok,doback_ok,doback_age_sec,doback_ax,doback_ay,doback_az,doback_gx,doback_gy,doback_gz,doback_roll,doback_pitch,doback_yaw,doback_si,doback_accmag
1782389780.08565,2026-06-25T12:16:20.086Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.005539894104003906,-187.64,-16.71,997.47,-3759.44,13758.33,-15763.39,73627.95,-27343.36,10011.88,-0.60,1015.10
1782389780.097884,2026-06-25T12:16:20.098Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.017773866653442383,-187.64,-16.71,997.47,-3759.44,13758.33,-15763.39,73627.95,-27343.36,10011.88,-0.60,1015.10
1782389780.100934,2026-06-25T12:16:20.101Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.020823955535888672,-187.64,-16.71,997.47,-3759.44,13758.33,-15763.39,73627.95,-27343.36,10011.88,-0.60,1015.10
1782389780.14265,2026-06-25T12:16:20.143Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.02686786651611328,-187.88,-16.59,997.47,-3755.06,13732.08,-15789.64,73627.98,-27343.41,10015.74,-0.60,1015.15
1782389780.597759,2026-06-25T12:16:20.598Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.4819769859313965,-187.88,-16.59,997.47,-3755.06,13732.08,-15789.64,73627.98,-27343.41,10015.74,-0.60,1015.15
1782389781.614472,2026-06-25T12:16:21.614Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.36319994926452637,-186.90,-16.96,997.35,-3606.31,13570.20,-15789.64,73628.17,-27343.64,10035.03,-0.59,1014.85
1782389782.573322,2026-06-25T12:16:22.573Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.18198513984680176,-186.90,-16.47,997.72,-3943.19,13828.33,-15780.89,73628.38,-27343.87,10054.26,-0.59,1015.21
1782389783.58398,2026-06-25T12:16:23.584Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.05277299880981445,-187.88,-17.20,997.72,-3663.19,13526.45,-15815.89,73628.70,-27343.96,10073.51,-0.60,1015.40
1782389784.605057,2026-06-25T12:16:24.605Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.014409065246582031,-186.66,-16.84,997.59,-3750.69,13683.95,-15785.26,73628.85,-27343.98,10083.14,-0.59,1015.05
1782389785.58262,2026-06-25T12:16:25.583Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.9112808704376221,-186.54,-16.59,998.08,-3768.19,13688.33,-15789.64,73629.01,-27343.98,10092.77,-0.59,1015.50
1782389786.58458,2026-06-25T12:16:26.585Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.7733700275421143,-187.64,-16.59,997.59,-3781.31,13688.33,-15772.14,73629.30,-27343.92,10112.06,-0.60,1015.22
1782389787.606106,2026-06-25T12:16:27.606Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.6551270484924316,-187.15,-17.32,997.84,-3531.94,13500.20,-15785.26,73629.53,-27343.72,10131.42,-0.59,1015.38
1782389788.566068,2026-06-25T12:16:28.566Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.4745140075683594,-187.03,-16.71,996.98,-3890.69,13788.95,-15794.01,73629.65,-27343.55,10150.79,-0.59,1014.51
1782389789.652978,2026-06-25T12:16:29.653Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.4215688705444336,-187.76,-17.20,997.35,-3641.31,13508.95,-15824.64,73629.70,-27343.32,10170.22,-0.60,1015.02
1782389790.606762,2026-06-25T12:16:30.607Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.23482799530029297,-186.42,-17.81,995.76,-3772.56,13705.83,-15763.39,73629.66,-27343.08,10189.71,-0.59,1013.22
1782389791.565304,2026-06-25T12:16:31.565Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.05396914482116699,-187.51,-16.84,996.86,-3798.81,13679.58,-15767.76,73629.51,-27342.92,10209.22,-0.60,1014.48
1782389792.60243,2026-06-25T12:16:32.602Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.015832185745239258,-187.39,-17.08,997.23,-3615.06,13552.70,-15824.64,73629.45,-27342.80,10220.96,-0.60,1014.83
1782389793.611194,2026-06-25T12:16:33.611Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.9600567817687988,-187.15,-17.08,997.35,-3654.44,13596.45,-15811.51,73629.38,-27342.73,10228.78,-0.60,1014.90
1782389794.568764,2026-06-25T12:16:34.569Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.7772488594055176,-187.27,-16.96,996.62,-3895.06,13775.83,-15780.89,73629.06,-27342.69,10248.31,-0.60,1014.20
1782389795.648029,2026-06-25T12:16:35.648Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.7168769836425781,-187.64,-17.45,996.37,-3654.44,13487.08,-15807.14,73628.84,-27342.66,10267.87,-0.60,1014.04
1782389796.668364,2026-06-25T12:16:36.668Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.5972130298614502,-186.66,-17.20,996.86,-3803.19,13714.58,-15780.89,73628.62,-27342.72,10287.38,-0.59,1014.33
1782389797.743288,2026-06-25T12:16:37.743Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.5321741104125977,-187.51,-17.69,996.01,-3728.81,13627.08,-15780.89,73628.45,-27342.85,10306.83,-0.60,1013.66
1782389798.582818,2026-06-25T12:16:38.583Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.25171494483947754,-187.51,-17.08,996.98,-3610.69,13570.20,-15807.14,73628.27,-27342.88,10325.82,-0.60,1014.61
1782389799.606175,2026-06-25T12:16:39.606Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.15480589866638184,-187.15,-16.59,998.20,-3593.19,13578.95,-15776.51,73628.13,-27342.97,10344.85,-0.59,1015.73
1782389800.575012,2026-06-25T12:16:40.575Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.0038709640502929688,-186.78,-16.59,998.20,-3755.06,13697.08,-15794.01,73627.98,-27343.14,10363.80,-0.59,1015.66
1782389801.588542,2026-06-25T12:16:41.588Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.007559061050415039,-187.64,-16.59,997.96,-3807.56,13692.70,-15780.89,73627.99,-27343.19,10367.67,-0.60,1015.58
1782389802.607537,2026-06-25T12:16:42.607Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.8952269554138184,-187.39,-16.71,997.96,-3811.94,13710.20,-15776.51,73628.05,-27343.41,10383.11,-0.60,1015.54
1782389803.565192,2026-06-25T12:16:43.565Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.7142260074615479,-187.27,-16.59,998.33,-3619.44,13583.33,-15802.76,73628.23,-27343.61,10402.41,-0.59,1015.87
1782389804.586482,2026-06-25T12:16:44.586Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.5954310894012451,-186.78,-16.59,997.84,-3833.81,13819.58,-15785.26,73628.42,-27343.82,10421.65,-0.59,1015.30
1782389805.604421,2026-06-25T12:16:45.604Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.4732959270477295,-187.64,-16.84,997.96,-3580.06,13517.70,-15772.14,73628.71,-27343.91,10440.92,-0.60,1015.59
1782389806.565743,2026-06-25T12:16:46.566Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.29427099227905273,-186.66,-17.08,997.72,-3763.81,13714.58,-15759.01,73629.01,-27343.93,10460.19,-0.59,1015.17
1782389807.586356,2026-06-25T12:16:47.586Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.17490100860595703,-187.51,-16.84,997.59,-3803.19,13710.20,-15780.89,73629.24,-27343.88,10479.48,-0.60,1015.20
1782389808.624678,2026-06-25T12:16:48.625Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.07349300384521484,-187.15,-17.08,996.62,-3632.56,13570.20,-15794.01,73629.49,-27343.71,10498.83,-0.60,1014.18
1782389809.572093,2026-06-25T12:16:49.572Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.011789083480834961,-186.90,-16.84,996.74,-3890.69,13788.95,-15763.39,73629.52,-27343.69,10502.70,-0.59,1014.25
1782389810.668604,2026-06-25T12:16:50.668Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.9773738384246826,-187.03,-16.96,997.23,-3877.56,13758.33,-15776.51,73629.58,-27343.57,10518.20,-0.59,1014.76
1782389811.667823,2026-06-25T12:16:51.668Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.8364150524139404,-187.64,-17.08,997.47,-3645.69,13552.70,-15772.14,73629.63,-27343.35,10537.63,-0.60,1015.11
1782389812.594733,2026-06-25T12:16:52.594Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.6230630874633789,-186.78,-16.84,997.72,-3755.06,13683.95,-15789.64,73629.63,-27343.14,10557.11,-0.59,1015.19
1782389813.627071,2026-06-25T12:16:53.627Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.5158319473266602,-187.64,-16.35,997.72,-3728.81,13653.33,-15785.26,73629.52,-27342.96,10576.60,-0.60,1015.34
1782389814.608447,2026-06-25T12:16:54.608Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.35743212699890137,-186.90,-16.71,997.96,-3623.81,13600.83,-15789.64,73629.43,-27342.77,10596.15,-0.59,1015.45
1782389815.568255,2026-06-25T12:16:55.568Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.17676186561584473,-186.90,-16.47,997.84,-3851.31,13810.83,-15794.01,73629.18,-27342.70,10615.67,-0.59,1015.33
1782389816.587216,2026-06-25T12:16:56.587Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.05602288246154785,-187.64,-17.20,997.23,-3641.31,13535.20,-15802.76,73628.95,-27342.63,10635.24,-0.60,1014.87
1782389817.609387,2026-06-25T12:16:57.609Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.0026578903198242188,-186.42,-15.98,998.45,-3978.19,13806.45,-15794.01,73628.78,-27342.65,10646.96,-0.59,1015.83
1782389818.567554,2026-06-25T12:16:58.567Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.8963079452514648,-186.90,-16.71,998.20,-3728.81,13657.70,-15780.89,73628.70,-27342.65,10654.77,-0.59,1015.69
1782389819.586775,2026-06-25T12:16:59.587Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.7755730152130127,-187.64,-17.57,996.25,-3685.06,13670.83,-15785.26,73628.48,-27342.78,10674.25,-0.60,1013.92
1782389820.604267,2026-06-25T12:17:00.604Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.6528449058532715,-187.15,-17.57,995.89,-3601.94,13535.20,-15776.51,73628.39,-27342.89,10693.71,-0.60,1013.47
1782389821.585309,2026-06-25T12:17:01.585Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.493772029876709,-187.03,-16.59,997.23,-3916.94,13775.83,-15794.01,73628.32,-27343.11,10713.09,-0.59,1014.75
1782389822.584777,2026-06-25T12:17:02.585Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.3735051155090332,-187.51,-17.57,995.52,-3803.19,13688.33,-15772.14,73628.20,-27343.22,10731.98,-0.60,1013.18
1782389823.606374,2026-06-25T12:17:03.607Z,,,,,,,,,,0,,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,,,,0,0,1,chars=0 sentences_fix=0 failed_checksum=0 sats=0 hdop=? waiting_for_fix=1,0,1,0.27498602867126465,-187.76,-17.32,996.25,-3663.19,13543.95,-15780.89,73628.13,-27343.32,10750.92,-0.60,1013.94
